completeness,consistency_unique_content,consistency_unique_title,consistency_unique_content_en,consistency_unique_title_en,consistency_unique_event,consistency_unique_predicted_side,consistency_unique_publisher,consistency_unique_published_date,consistency_unique_ticker,consistency_unique_company,consistency_unique_reason,consistency_unique_link,consistency_unique_ticker_url,consistency_unique_actual_side,validity_invalid_id,validity_invalid_predicted_move,validity_invalid_price_change_percentage,validity_invalid_daily_alpha,outliers_id,outliers_predicted_move,outliers_price_change_percentage,outliers_daily_alpha
"{'id': 1.0, 'content': 1.0, 'title': 1.0, 'content_en': 1.0, 'title_en': 1.0, 'event': 1.0, 'predicted_side': 1.0, 'predicted_move': 0.9635974304068522, 'publisher': 1.0, 'published_date': 1.0, 'ticker': 1.0, 'company': 1.0, 'reason': 1.0, 'link': 1.0, 'ticker_url': 1.0, 'actual_side': 1.0, 'price_change_percentage': 1.0, 'daily_alpha': 1.0}",1642,1921,123,183,57,2,4,1357,304,308,1959,2014,277,2,0,1018,1401,1507,241,721,451,463
