news_id,ticker,published_date,begin_price,end_price,index_begin_price,index_end_price,volume,market,price_change,price_change_percentage,index_price_change,index_price_change_percentage,daily_alpha,actual_side,runid
15759,RENB,2023-09-29 09:15:00,4.07,3.88,428.52,431.67,471024,pre_market,-0.1900000000000004,-4.668304668304677,3.150000000000034,0.7350882105852782,-5.403392878889956,DOWN,1752171600
16557,BNOX,2023-09-28 06:00:00,0.985,5.72,426.05,425.48,125838813,pre_market,4.734999999999999,480.7106598984771,-0.5699999999999932,-0.13378711418847392,480.84444701266557,UP,1752171600
16169,HARP,2023-09-28 03:00:00,4.16,4.18,428.52,431.67,22487,after_market,0.019999999999999574,0.48076923076922046,3.150000000000034,0.7350882105852782,-0.2543189798160577,UP,1752171600
15839,ELTX,2023-09-27 17:30:00,9.15,8.82,427.09,426.05,77488,regular_market,-0.33000000000000007,-3.6065573770491812,-1.0399999999999636,-0.2435083940153044,-3.363048983033877,DOWN,1752171600
15573,PEPG,2023-09-27 16:16:00,5.01,5.13,427.09,426.05,21153,regular_market,0.1200000000000001,2.3952095808383254,-1.0399999999999636,-0.2435083940153044,2.6387179748536296,UP,1752171600
15216,BMRA,2023-09-26 08:19:00,8.24,8.6,432.23,429.09,15396,pre_market,0.35999999999999943,4.368932038834945,-3.140000000000043,-0.7264650764639297,5.095397115298875,UP,1752171600
16703,CKPT,2023-09-21 08:30:00,1.68,1.66,438.64,435.7,141913,pre_market,-0.020000000000000018,-1.1904761904761916,-2.9399999999999977,-0.670253510851723,-0.5202226796244686,DOWN,1752171600
14944,VIR,2023-09-20 08:00:00,9.85,9.82,442.71,444.01,1285023,pre_market,-0.02999999999999936,-0.30456852791877526,1.3000000000000114,0.2936459533328841,-0.5982144812516594,DOWN,1752171600
14757,SNCE,2023-09-20 07:59:00,6.882,7.0,442.71,444.01,9890,pre_market,0.11800000000000033,1.7146178436501065,1.3000000000000114,0.2936459533328841,1.4209718903172224,UP,1752171600
16405,CFRX,2023-09-19 08:30:00,0.589,0.59,443.63,442.68,55077,pre_market,0.0010000000000000009,0.16977928692699507,-0.9499999999999886,-0.21414241597727582,0.38392170290427086,UP,1752171600
14615,ELOX,2023-09-19 08:00:00,5.46,5.45,443.63,442.68,20836,pre_market,-0.009999999999999787,-0.18315018315017925,-0.9499999999999886,-0.21414241597727582,0.030992232827096566,DOWN,1752171600
14586,ANAB,2023-09-18 16:15:00,19.6,19.27,443.05,443.63,219916,regular_market,-0.33000000000000185,-1.6836734693877646,0.5799999999999841,0.1309107324229735,-1.814584201810738,DOWN,1752171600
16406,CFRX,2023-09-18 07:30:00,0.566,0.62,443.37,443.05,207001,pre_market,0.05400000000000005,9.540636042402836,-0.3199999999999932,-0.0721744818097736,9.612810524212609,UP,1752171600
14616,ELOX,2023-09-18 07:00:00,5.88,5.99,443.37,443.05,56342,pre_market,0.11000000000000032,1.8707482993197335,-0.3199999999999932,-0.0721744818097736,1.9429227811295071,UP,1752171600
16170,HARP,2023-09-15 07:15:00,5.4,5.42,450.36,447.14,107072,pre_market,0.019999999999999574,0.37037037037036247,-3.2200000000000273,-0.7149835687006011,1.0853539390709637,UP,1752171600
16558,BNOX,2023-09-14 06:00:00,1.79,1.45,446.51,449.07,658316,pre_market,-0.3400000000000001,-18.994413407821234,2.5600000000000023,0.5733354236187325,-19.567748831439967,DOWN,1752171600
16171,HARP,2023-09-13 16:05:00,6.69,6.54,446.22,446.51,74039,regular_market,-0.15000000000000036,-2.242152466367718,0.2899999999999636,0.06499036349781802,-2.307142829865536,DOWN,1752171600
14758,SNCE,2023-09-13 07:59:00,5.4,5.466,445.99,446.22,4937,pre_market,0.06599999999999984,1.2222222222222192,0.2300000000000182,0.051570663019354285,1.170651559202865,UP,1752171600
14587,ANAB,2023-09-12 09:15:00,19.69,19.67,448.45,446.95,164327,pre_market,-0.019999999999999574,-0.10157440325037873,-1.5,-0.3344854498829301,0.23291104663255138,DOWN,1752171600
16654,CELU,2023-09-07 16:10:00,3.12,3.125,443.11,444.85,23456,regular_market,0.004999999999999893,0.16025641025640683,1.740000000000009,0.39267901875381034,-0.2324226084974035,UP,1752171600
14617,ELOX,2023-09-07 09:00:00,5.26,5.64,446.22,443.11,30883,pre_market,0.3799999999999999,7.2243346007604545,-3.1100000000000136,-0.6969656223387597,7.921300223099214,UP,1752171600
15454,ADAG,2023-09-07 06:00:00,1.355,1.3,446.22,443.11,10981,pre_market,-0.05499999999999994,-4.0590405904059,-3.1100000000000136,-0.6969656223387597,-3.36207496806714,DOWN,1752171600
15574,PEPG,2023-09-06 16:05:00,5.89,6.03,448.4,446.22,24846,regular_market,0.14000000000000057,2.3769100169779387,-2.17999999999995,-0.4861730597680531,2.863083076745992,UP,1752171600
