ticker,id,index_end_price,actual_side,volume,predicted_side,news_id,market,predicted_move,published_date,price_change,downloaded_at,begin_price,price_change_percentage,price_source,end_price,index_price_change,runid,index_begin_price,index_price_change_percentage,daily_alpha
KAMBI.ST,9320,625.8200073242188,UP,53679.0,DOWN,81896,regular_market,0.02379565281702378,2025-07-10 09:35:00,1.0,2025-07-10 20:24:28.729399+00:00,138.1999969482422,0.7235890174256038,yfinance,139.1999969482422,1.6199951171875,1752179049.0,624.2000122070312,0.2595314138908073,0.46405760353479647
ABBNY,9321,624.2000122070312,UP,15375.0,UP,81876,pre_market,0.2415197747555948,2025-07-10 09:00:04,0.9099998474121094,2025-07-10 20:24:30.072292+00:00,59.61000061035156,1.526589226798437,yfinance,60.52000045776367,0.1400146484375,1752179049.0,624.0599975585938,0.022436087713562165,1.5041531390848748
ATLC,9322,624.2000122070312,UP,267734.0,UP,81837,pre_market,0.28790821169290437,2025-07-10 06:30:00,0.13000106811523438,2025-07-10 20:24:34.793342+00:00,56.97999954223633,0.22815210452725837,yfinance,57.11000061035156,0.1400146484375,1752179049.0,624.0599975585938,0.022436087713562165,0.2057160168136962
HPR1T.TL,9323,624.2000122070312,UP,89.0,UP,81810,pre_market,0.38361268692518347,2025-07-10 05:00:00,0.019999980926513672,2025-07-10 20:24:43.337925+00:00,6.28000020980835,0.3184710232218929,yfinance,6.300000190734863,0.1400146484375,1752179049.0,624.0599975585938,0.022436087713562165,0.29603493550833077
CERT,4707,624.06,UP,1024328.0,DOWN,81789,regular_market,-1.8915700062573446,2025-07-09 16:15:00,0.05500000000000149,,11.415,0.4818221638195488,polygon,11.47,1.2899999999999636,1752167897.0,622.77,0.20713907220963815,0.27468309160991067
OCS,4708,624.06,DOWN,10438.0,UP,81790,regular_market,0.0492155904667891,2025-07-09 16:05:00,-0.08000000000000185,,18.51,-0.4321988114532785,polygon,18.43,1.2899999999999636,1752167897.0,622.77,0.20713907220963815,-0.6393378836629167
ALK,9324,624.0599975585938,DOWN,2413800.0,DOWN,81774,regular_market,-0.3000227385501056,2025-07-09 15:51:34,-1.2400016784667969,2025-07-10 20:24:47.371051+00:00,50.970001220703125,-2.4328068447507314,yfinance,49.72999954223633,1.28997802734375,1752179049.0,622.77001953125,0.2071355374998138,-2.639942382250545
CELU,4709,622.77,UP,127756.0,UP,81666,pre_market,0.17905090067989599,2025-07-09 08:30:00,0.0,,1.89,0.0,polygon,1.89,2.42999999999995,1752167897.0,620.34,0.3917206693103701,-0.3917206693103701
CADL,4710,622.77,UP,3078705.0,UP,81665,pre_market,-0.045604260239646234,2025-07-09 08:05:00,0.09999999999999964,,5.24,1.9083969465648787,polygon,5.34,2.42999999999995,1752167897.0,620.34,0.3917206693103701,1.5166762772545086
IMRX,4713,622.77,UP,1989884.0,UP,81662,pre_market,1.7303164396786659,2025-07-09 08:00:00,0.05999999999999961,,4.0,1.4999999999999902,polygon,4.06,2.42999999999995,1752167897.0,620.34,0.3917206693103701,1.1082793306896201
JSPR,4711,622.77,DOWN,4611193.0,DOWN,81655,pre_market,-0.017869913613253696,2025-07-09 08:00:00,-0.1200000000000001,,3.02,-3.973509933774838,polygon,2.9,2.42999999999995,1752167897.0,620.34,0.3917206693103701,-4.365230603085208
ICCC,4712,622.77,UP,26806.0,UP,81656,pre_market,1.6443739879645483,2025-07-09 08:00:00,0.11040000000000028,,6.63,1.6651583710407283,polygon,6.7404,2.42999999999995,1752167897.0,620.34,0.3917206693103701,1.2734377017303582
RZLT,4714,622.77,UP,1142449.0,UP,81664,pre_market,-0.2711689600062028,2025-07-09 07:30:00,0.07000000000000028,,4.97,1.4084507042253578,polygon,5.04,2.42999999999995,1752167897.0,620.34,0.3917206693103701,1.0167300349149877
ALVO,4716,622.77,UP,137562.0,UP,81661,pre_market,-0.46091694870933186,2025-07-09 04:30:00,0.009999999999999787,,8.81,0.11350737797956624,polygon,8.82,2.42999999999995,1752167897.0,620.34,0.3917206693103701,-0.27821329133080386
ALVO,4717,622.77,UP,137562.0,UP,81658,pre_market,-0.43284451611139024,2025-07-09 04:30:00,0.009999999999999787,,8.81,0.11350737797956624,polygon,8.82,2.42999999999995,1752167897.0,620.34,0.3917206693103701,-0.27821329133080386
ALVO,4718,622.77,UP,137562.0,UP,81659,pre_market,-0.2985517156394986,2025-07-09 04:30:00,0.009999999999999787,,8.81,0.11350737797956624,polygon,8.82,2.42999999999995,1752167897.0,620.34,0.3917206693103701,-0.27821329133080386
ALVO,4719,622.77,UP,137562.0,UP,81657,pre_market,0.10638154577528997,2025-07-09 04:30:00,0.009999999999999787,,8.81,0.11350737797956624,polygon,8.82,2.42999999999995,1752167897.0,620.34,0.3917206693103701,-0.27821329133080386
ALVO,4715,622.77,UP,137562.0,UP,81660,pre_market,-0.28292843476977914,2025-07-09 04:30:00,0.009999999999999787,,8.81,0.11350737797956624,polygon,8.82,2.42999999999995,1752167897.0,620.34,0.3917206693103701,-0.27821329133080386
RVVTF,4720,620.34,DOWN,89309.0,UP,81663,regular_market,12.099481087033238,2025-07-08 17:10:00,-0.0008999999999999998,,0.016,-5.624999999999998,polygon,0.0151,-1.009999999999991,1752167897.0,621.35,-0.1625492878409899,-5.462450712159009
ACARIX.ST,9325,620.3400268554688,UP,4124517.0,UP,81572,regular_market,0.0407065913944319,2025-07-08 14:05:00,0.020500004291534424,2025-07-10 20:24:53.452491+00:00,0.34950000047683716,5.865523394439322,yfinance,0.3700000047683716,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,6.028064437354204
AMRQ.IC,9326,620.3400268554688,DOWN,69594.0,DOWN,81573,regular_market,-0.32945415377976117,2025-07-08 13:30:00,-0.5,2025-07-10 20:24:53.800081+00:00,128.0,-0.390625,yfinance,127.5,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,-0.2280839570851176
NHCBHFFT.TL,9329,620.3400268554688,UP,24935.0,UP,81576,regular_market,1.1904035754617492,2025-07-08 13:15:00,0.00020000338554382324,2025-07-10 20:24:54.659447+00:00,0.23749999701976776,0.08421195286464632,yfinance,0.23770000040531158,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,0.2467529957795287
CIBUS.ST,9327,620.3400268554688,DOWN,233230.0,UP,81575,regular_market,0.18648188216593964,2025-07-08 13:15:00,-1.25,2025-07-10 20:24:54.139744+00:00,186.0,-0.6720430107526881,yfinance,184.75,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,-0.5095019678378058
NHCBHFFT.TL,9328,620.3400268554688,UP,24935.0,UP,81577,regular_market,0.2601503903571567,2025-07-08 13:15:00,0.00020000338554382324,2025-07-10 20:24:54.492590+00:00,0.23749999701976776,0.08421195286464632,yfinance,0.23770000040531158,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,0.2467529957795287
NOKIA.HE,9332,620.3400268554688,UP,7335672.0,UP,81547,regular_market,1.115487473467487,2025-07-08 13:00:00,0.023999691009521484,2025-07-10 20:24:56.466069+00:00,4.39900016784668,0.5455714956535086,yfinance,4.422999858856201,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,0.708112538568391
RROS.ST,9331,620.3400268554688,DOWN,170031.0,DOWN,81542,regular_market,-1.7552382850210082,2025-07-08 13:00:00,-0.03000020980834961,2025-07-10 20:24:56.060943+00:00,2.9000000953674316,-1.034489959371831,yfinance,2.869999885559082,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,-0.8719489164569487
SINT.ST,9330,620.3400268554688,UP,19224.0,UP,81543,regular_market,0.03116055860741512,2025-07-08 13:00:00,2.5,2025-07-10 20:24:55.539594+00:00,114.0,2.1929824561403506,yfinance,116.5,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,2.355523499055233
INT.ST,9333,620.3400268554688,UP,420028.0,DOWN,81549,regular_market,-3.189238133685578,2025-07-08 12:35:00,4.0,2025-07-10 20:24:56.990400+00:00,103.5999984741211,3.8610039178708924,yfinance,107.5999984741211,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,4.023544960785775
QLINEA.ST,9336,620.3400268554688,UP,14378310.0,UP,81518,regular_market,-5.301978046531835,2025-07-08 12:00:00,0.0,2025-07-10 20:24:58.068045+00:00,0.06549999862909317,0.0,yfinance,0.06549999862909317,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,0.1625410429148824
NOKIA.HE,9334,620.3400268554688,UP,7335672.0,UP,81519,regular_market,0.018075144246294795,2025-07-08 12:00:00,0.023999691009521484,2025-07-10 20:24:57.159551+00:00,4.39900016784668,0.5455714956535086,yfinance,4.422999858856201,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,0.708112538568391
MILDEF.ST,9335,620.3400268554688,UP,484888.0,UP,81517,regular_market,8.952158077913692,2025-07-08 12:00:00,2.5,2025-07-10 20:24:57.627561+00:00,184.0,1.358695652173913,yfinance,186.5,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,1.5212366950887954
OPTI.ST,9339,620.3400268554688,UP,128750.0,UP,81525,regular_market,4.152454121845459,2025-07-08 11:00:00,0.11499977111816406,2025-07-10 20:24:59.745964+00:00,3.9800000190734863,2.88944147153384,yfinance,4.09499979019165,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,3.0519825144487225
SEZI.ST,9338,620.3400268554688,DOWN,188206.0,UP,81528,regular_market,0.8886601701131995,2025-07-08 11:00:00,-0.009999752044677734,2025-07-10 20:24:59.333915+00:00,5.409999847412109,-0.18483830548463226,yfinance,5.400000095367432,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,-0.02229726256974987
MTG-B.ST,9337,620.3400268554688,UP,130473.0,UP,81523,regular_market,8.991911129121856,2025-07-08 11:00:00,0.20000457763671875,2025-07-10 20:24:58.536800+00:00,120.0999984741211,0.16653170705894332,yfinance,120.30000305175781,-1.00994873046875,1752179049.0,621.3499755859375,-0.1625410429148824,0.32907274997382574
LGVN,4721,621.35,UP,10263583.0,UP,81578,pre_market,2.3907874383728345,2025-07-08 09:15:00,0.17999999999999994,,1.29,13.953488372093018,polygon,1.47,0.6700000000000728,1752167897.0,620.68,0.10794612360637895,13.84554224848664
ENGCON-B.ST,9340,621.3499755859375,DOWN,117542.0,UP,81468,pre_market,0.48594510905357685,2025-07-08 08:00:00,-0.5999984741210938,2025-07-10 20:25:00.299483+00:00,92.0999984741211,-0.6514641520756219,yfinance,91.5,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.7594075235492087
CERT,4723,621.35,UP,1502906.0,UP,81530,pre_market,-0.18786551200704907,2025-07-08 08:00:00,0.009999999999999787,,10.93,0.09149130832570711,polygon,10.94,0.6700000000000728,1752167897.0,620.68,0.10794612360637895,-0.016454815280671845
ENTX,4722,621.35,UP,130151.0,UP,81533,pre_market,2.6482924178567897,2025-07-08 08:00:00,0.020000000000000018,,1.83,1.0928961748633887,polygon,1.85,0.6700000000000728,1752167897.0,620.68,0.10794612360637895,0.9849500512570097
VXRT,4724,621.35,DOWN,11569665.0,UP,81531,pre_market,0.06683161216599111,2025-07-08 08:00:00,-0.019299999999999984,,0.32,-6.031249999999995,polygon,0.3007,0.6700000000000728,1752167897.0,620.68,0.10794612360637895,-6.139196123606373
HUMA,4725,621.35,UP,14531867.0,DOWN,81532,pre_market,4.692539592083022,2025-07-08 08:00:00,0.23999999999999977,,2.16,11.1111111111111,polygon,2.4,0.6700000000000728,1752167897.0,620.68,0.10794612360637895,11.003164987504721
KESKOB.HE,9341,621.3499755859375,UP,410763.0,UP,81469,pre_market,2.735529794642419,2025-07-08 08:00:00,0.0,2025-07-10 20:25:00.879231+00:00,21.280000686645508,0.0,yfinance,21.280000686645508,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.10794337147358682
SSH1V.HE,9342,621.3499755859375,UP,645931.0,UP,81470,pre_market,1.8187418282049106,2025-07-08 08:00:00,0.009999990463256836,2025-07-10 20:25:01.358502+00:00,1.9149999618530273,0.5221927238881228,yfinance,1.9249999523162842,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,0.414249352414536
VPLAY-B.ST,9343,621.3499755859375,DOWN,4372420.0,UP,81466,pre_market,0.7858549118783925,2025-07-08 08:00:00,-0.0196000337600708,2025-07-10 20:25:01.698793+00:00,0.7300000190734863,-2.6849360613643682,yfinance,0.7103999853134155,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-2.792879432837955
DNORD.CO,9344,621.3499755859375,UP,93229.0,UP,81474,pre_market,0.10294619842283417,2025-07-08 07:29:34,0.0,2025-07-10 20:25:02.088499+00:00,204.8000030517578,0.0,yfinance,204.8000030517578,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.10794337147358682
SFOODS.HE,9350,621.3499755859375,UP,88263.0,UP,81436,pre_market,0.04162515352151267,2025-07-08 07:00:00,0.06999969482421875,2025-07-10 20:25:04.685676+00:00,5.650000095367432,1.238932630843903,yfinance,5.71999979019165,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,1.1309892593703161
ESSITY-B.ST,9351,621.3499755859375,DOWN,995127.0,DOWN,81435,pre_market,2.117966279061893,2025-07-08 07:00:00,-0.79998779296875,2025-07-10 20:25:05.160691+00:00,264.5,-0.3024528517840264,yfinance,263.70001220703125,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.41039622325761327
SYNSAM.ST,9345,621.3499755859375,UP,167537.0,UP,81434,pre_market,4.317628736747988,2025-07-08 07:00:00,0.09999847412109375,2025-07-10 20:25:02.566355+00:00,55.20000076293945,0.18115665351264162,yfinance,55.29999923706055,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,0.0732132820390548
ELTEL.ST,9346,621.3499755859375,DOWN,107597.0,DOWN,81438,pre_market,-0.1965344919810812,2025-07-08 07:00:00,-0.05000019073486328,2025-07-10 20:25:03.033261+00:00,11.75,-0.42553353816904926,yfinance,11.699999809265137,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.533476909642636
ADAG,4726,621.35,UP,53762.0,UP,81529,pre_market,-0.11675478880102076,2025-07-08 07:00:00,0.030000000000000027,,1.95,1.5384615384615399,polygon,1.98,0.6700000000000728,1752167897.0,620.68,0.10794612360637895,1.4305154148551609
BUFAB.ST,9348,621.3499755859375,UP,109807.0,DOWN,81439,pre_market,0.2099072234414695,2025-07-08 07:00:00,0.0,2025-07-10 20:25:03.724301+00:00,92.58000183105469,0.0,yfinance,92.58000183105469,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.10794337147358682
KAMBI.ST,9347,621.3499755859375,DOWN,86284.0,UP,81440,pre_market,0.5506934592656777,2025-07-08 07:00:00,-0.1999969482421875,2025-07-10 20:25:03.372569+00:00,134.0,-0.14925145391208022,yfinance,133.8000030517578,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.25719482538566707
YIELD.ST,9349,621.3499755859375,DOWN,4123.0,UP,81437,pre_market,0.5010671178450188,2025-07-08 07:00:00,-0.004999995231628418,2025-07-10 20:25:04.211357+00:00,1.7649999856948853,-0.2832858511134722,yfinance,1.7599999904632568,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.39122922258705906
WMA.CO,9352,621.3499755859375,UP,15653.0,UP,81441,pre_market,0.8051398262226441,2025-07-08 06:58:30,0.0,2025-07-10 20:25:05.646102+00:00,11.949999809265137,0.0,yfinance,11.949999809265137,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.10794337147358682
WYLD.ST,9353,621.3499755859375,DOWN,130574961.0,DOWN,81444,pre_market,0.7563460537297217,2025-07-08 06:45:00,-0.003399999812245369,2025-07-10 20:25:34.934556+00:00,0.024900000542402267,-13.654617422419335,yfinance,0.0215000007301569,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-13.762560793892922
LEMON.HE,9356,621.3499755859375,UP,1593.0,UP,81395,pre_market,0.4801562944134358,2025-07-08 05:30:00,0.0,2025-07-10 20:25:35.997127+00:00,7.0,0.0,yfinance,7.0,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.10794337147358682
DWF.HE,9355,621.3499755859375,DOWN,3431.0,UP,81394,pre_market,0.6506627740913838,2025-07-08 05:30:00,-0.1099998950958252,2025-07-10 20:25:35.635360+00:00,3.319999933242798,-3.313249918905366,yfinance,3.2100000381469727,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-3.4211932903789526
ESENSE.HE,9354,621.3499755859375,UP,254954.0,UP,81396,pre_market,0.18430582615398283,2025-07-08 05:30:00,0.11999988555908203,2025-07-10 20:25:35.286690+00:00,2.140000104904175,5.60747101292574,yfinance,2.259999990463257,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,5.499527641452153
IDX1R.RG,9357,621.3499755859375,UP,290.0,UP,81397,pre_market,0.6436278516100848,2025-07-08 05:23:42,0.039999961853027344,2025-07-10 20:25:36.374838+00:00,9.0,0.4444440205891927,yfinance,9.039999961853027,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,0.33650064911560584
KAMUX.HE,9358,621.3499755859375,UP,10657.0,UP,81399,pre_market,0.34586832485726576,2025-07-08 05:00:00,0.0,2025-07-10 20:25:37.283643+00:00,2.049999952316284,0.0,yfinance,2.049999952316284,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.10794337147358682
PNDORA.CO,9359,621.3499755859375,DOWN,192683.0,DOWN,81367,pre_market,0.10738932777152616,2025-07-08 01:26:11,-4.5,2025-07-10 20:25:38.110937+00:00,1064.5,-0.4227336777829967,yfinance,1060.0,0.66998291015625,1752179049.0,620.6799926757812,0.10794337147358682,-0.5306770492565835
NTLA,4727,620.68,DOWN,3609561.0,UP,81360,regular_market,0.061422605198984855,2025-07-07 16:01:00,-0.40000000000000036,,10.65,-3.7558685446009425,polygon,10.25,-2.6800000000000637,1752167897.0,623.36,-0.429928131416848,-3.3259404131840946
ICEAIR.IC,9360,620.6799926757812,UP,95594461.0,UP,81322,regular_market,1.5238816512441857,2025-07-07 15:45:00,0.02499997615814209,2025-07-10 20:25:40.337815+00:00,1.100000023841858,2.2727250560256556,yfinance,1.125,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,2.7026520225873267
ICEAIR.IC,9361,620.6799926757812,UP,95594461.0,DOWN,81324,regular_market,-0.208948184732325,2025-07-07 15:32:00,0.02499997615814209,2025-07-10 20:25:40.464931+00:00,1.100000023841858,2.2727250560256556,yfinance,1.125,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,2.7026520225873267
ALMA.HE,9362,620.6799926757812,UP,2982.0,UP,81329,regular_market,0.027525298057419652,2025-07-07 15:30:00,0.14999961853027344,2025-07-10 20:25:40.898978+00:00,12.800000190734863,1.1718720023055076,yfinance,12.949999809265137,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,1.6017989688671785
UNITED.HE,9364,620.6799926757812,UP,1869.0,UP,81330,regular_market,0.3154211317265412,2025-07-07 15:30:00,0.0,2025-07-10 20:25:41.631151+00:00,16.950000762939453,0.0,yfinance,16.950000762939453,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,0.42992696656167106
FSKRS.HE,9363,620.6799926757812,UP,9024.0,UP,81326,regular_market,0.3274560679079263,2025-07-07 15:30:00,0.07999992370605469,2025-07-10 20:25:41.279668+00:00,14.5,0.5517236117658945,yfinance,14.579999923706055,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,0.9816505783275655
ORLA,9365,620.6799926757812,UP,1317500.0,DOWN,81263,regular_market,-0.34834940096619355,2025-07-07 14:40:24,0.6600008010864258,2025-07-10 20:25:41.966756+00:00,9.979999542236328,6.613234783160442,yfinance,10.640000343322754,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,7.043161749722112
RROS.ST,9369,620.6799926757812,DOWN,432837.0,DOWN,81218,regular_market,-2.063145901721627,2025-07-07 13:00:00,-0.08500003814697266,2025-07-10 20:25:43.945874+00:00,2.9549999237060547,-2.87648190665158,yfinance,2.869999885559082,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,-2.446554940089909
TREL-B.ST,9368,620.6799926757812,UP,105288.0,DOWN,81220,regular_market,0.16020225720270007,2025-07-07 13:00:00,1.5,2025-07-10 20:25:43.608072+00:00,362.1000061035156,0.4142502001425502,yfinance,363.6000061035156,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,0.8441771667042213
SCHO.CO,9367,620.6799926757812,UP,9520.0,DOWN,81221,regular_market,-0.08560841621821114,2025-07-07 13:00:00,3.0,2025-07-10 20:25:43.227979+00:00,609.0,0.49261083743842365,yfinance,612.0,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,0.9225378040000947
ARP.ST,9366,620.6799926757812,UP,56851.0,DOWN,81219,regular_market,-1.4445748298763597,2025-07-07 13:00:00,0.10000038146972656,2025-07-10 20:25:42.892302+00:00,29.399999618530273,0.3401373563511823,yfinance,29.5,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,0.7700643229128534
PAAL-B.CO,9370,620.6799926757812,UP,19874.0,DOWN,81185,regular_market,-0.0326124036238193,2025-07-07 11:57:44,17.0,2025-07-10 20:25:44.482281+00:00,640.0,2.65625,yfinance,657.0,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,3.086176966561671
INF1T.TL,9372,620.6799926757812,UP,1106.0,UP,81137,regular_market,0.19012927582297173,2025-07-07 11:30:16,0.09999847412109375,2025-07-10 20:25:44.839207+00:00,48.0,0.2083301544189453,yfinance,48.099998474121094,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,0.6382571209806164
BOMILL.ST,9374,620.6799926757812,DOWN,208899.0,UP,81138,regular_market,-1.8854251588703113,2025-07-07 11:30:00,-0.007999956607818604,2025-07-10 20:25:45.260244+00:00,0.7059999704360962,-1.1331383771697654,yfinance,0.6980000138282776,-2.67999267578125,1752179049.0,623.3599853515625,-0.42992696656167106,-0.7032114106080943
