news_id,ticker,published_date,begin_price,end_price,index_begin_price,index_end_price,volume,market,price_change,price_change_percentage,index_price_change,index_price_change_percentage,daily_alpha,actual_side,runid
16322,IOVA,2024-02-28 16:01:00+00:00,17.26,17.43,505.33,506.26,11866261,regular_market,0.16999999999999815,0.9849362688296531,0.9300000000000068,0.18403815328597292,0.8008981155436802,UP,1752173128
15116,SCPH,2024-02-28 16:01:00+00:00,6.22,6.02,505.33,506.26,184850,regular_market,-0.20000000000000018,-3.2154340836012896,0.9300000000000068,0.18403815328597292,-3.3994722368872625,DOWN,1752173128
14547,DYAI,2024-02-28 08:30:00+00:00,1.42,1.41,506.93,505.33,6355,pre_market,-0.010000000000000009,-0.7042253521126767,-1.6000000000000227,-0.3156254315191491,-0.38859992059352755,DOWN,1752173128
15994,OVID,2024-02-28 08:00:00+00:00,3.63,3.59,506.93,505.33,537925,pre_market,-0.040000000000000036,-1.1019283746556485,-1.6000000000000227,-0.3156254315191491,-0.7863029431364994,DOWN,1752173128
16499,CRBP,2024-02-28 08:00:00+00:00,26.07,25.61,506.93,505.33,140717,pre_market,-0.46000000000000085,-1.7644802454929072,-1.6000000000000227,-0.3156254315191491,-1.448854813973758,DOWN,1752173128
14915,IMCR,2024-02-28 07:34:00+00:00,70.45,68.51,506.93,505.33,598288,pre_market,-1.9399999999999977,-2.7537260468417286,-1.6000000000000227,-0.3156254315191491,-2.4381006153225795,DOWN,1752173128
15591,NSPR,2024-02-28 07:00:00+00:00,2.73,2.59,506.93,505.33,18608,pre_market,-0.14000000000000012,-5.128205128205133,-1.6000000000000227,-0.3156254315191491,-4.812579696685984,DOWN,1752173128
14690,PYPD,2024-02-28 07:00:00+00:00,5.475,5.98,506.93,505.33,8188,pre_market,0.5050000000000008,9.223744292237459,-1.6000000000000227,-0.3156254315191491,9.539369723756607,UP,1752173128
16376,EDIT,2024-02-28 07:00:00+00:00,8.86,10.24,506.93,505.33,7179821,pre_market,1.3800000000000008,15.575620767494366,-1.6000000000000227,-0.3156254315191491,15.891246199013516,UP,1752173128
15396,TGTX,2024-02-28 07:00:00+00:00,13.91,16.18,506.93,505.33,16649222,pre_market,2.2699999999999996,16.319194823867715,-1.6000000000000227,-0.3156254315191491,16.634820255386863,UP,1752173128
16093,CNTG,2024-02-28 06:30:00+00:00,0.77,0.7742,506.93,505.33,13223,pre_market,0.0041999999999999815,0.5454545454545431,-1.6000000000000227,-0.3156254315191491,0.8610799769736922,UP,1752173128
16092,CNTG,2024-02-28 06:30:00+00:00,0.77,0.7742,506.93,505.33,13223,pre_market,0.0041999999999999815,0.5454545454545431,-1.6000000000000227,-0.3156254315191491,0.8610799769736922,UP,1752173128
15233,KRON,2024-02-27 16:05:00+00:00,1.15,1.27,506.7,506.93,242991,regular_market,0.1200000000000001,10.434782608695663,0.2300000000000182,0.04539175054273104,10.389390858152932,UP,1752173128
14988,ICCC,2024-02-27 16:05:00+00:00,5.061,5.14,506.7,506.93,11871,regular_market,0.07899999999999974,1.56095633274056,0.2300000000000182,0.04539175054273104,1.515564582197829,UP,1752173128
