news_id,ticker,published_date,begin_price,end_price,index_begin_price,index_end_price,volume,market,price_change,price_change_percentage,index_price_change,index_price_change_percentage,daily_alpha,actual_side,runid
14556,JSPR,2024-05-30 18:05:00,24.2,24.1,524.52,522.61,105441,regular_market,-0.09999999999999787,-0.41322314049585895,-1.9099999999999682,-0.36414245405322354,-0.04908068644263541,DOWN,1752173936
14534,DYAI,2024-05-30 16:30:00,2.15,2.27,524.52,522.61,355195,regular_market,0.1200000000000001,5.581395348837215,-1.9099999999999682,-0.36414245405322354,5.945537802890438,UP,1752173936
15005,ONCT,2024-05-30 16:05:00,9.31,9.1,524.52,522.61,2143,regular_market,-0.21000000000000085,-2.25563909774437,-1.9099999999999682,-0.36414245405322354,-1.8914966436911462,DOWN,1752173936
14908,IMCR,2024-05-30 16:00:00,46.12,46.71,524.52,522.61,1058863,regular_market,0.5900000000000034,1.2792714657415514,-1.9099999999999682,-0.36414245405322354,1.6434139197947748,UP,1752173936
15064,CHRS,2024-05-30 09:00:00,1.84,1.87,526.1,524.52,1749408,pre_market,0.030000000000000027,1.630434782608697,-1.580000000000041,-0.30032313248432635,1.9307579150930232,UP,1752173936
15809,RZLT,2024-05-30 08:00:00,4.13,4.16,526.1,524.52,1230032,pre_market,0.03000000000000025,0.7263922518159867,-1.580000000000041,-0.30032313248432635,1.026715384300313,UP,1752173936
15248,CDTX,2024-05-30 08:00:00,11.82,12.09,526.1,524.52,38209,pre_market,0.2699999999999996,2.2842639593908594,-1.580000000000041,-0.30032313248432635,2.5845870918751856,UP,1752173936
16628,CADL,2024-05-30 08:00:00,8.79,8.91,526.1,524.52,1031666,pre_market,0.120000000000001,1.3651877133105916,-1.580000000000041,-0.30032313248432635,1.665510845794918,UP,1752173936
16490,CRBP,2024-05-30 08:00:00,43.5,42.77,526.1,524.52,223913,pre_market,-0.7299999999999969,-1.678160919540223,-1.580000000000041,-0.30032313248432635,-1.3778377870558967,DOWN,1752173936
15487,PCRX,2024-05-30 08:00:00,29.26,29.48,526.1,524.52,606715,pre_market,0.21999999999999886,0.7518796992481164,-1.580000000000041,-0.30032313248432635,1.0522028317324428,UP,1752173936
16270,INMB,2024-05-30 08:00:00,9.65,9.66,526.1,524.52,66338,pre_market,0.009999999999999787,0.10362694300517913,-1.580000000000041,-0.30032313248432635,0.40395007548950546,UP,1752173936
16292,HUMA,2024-05-30 08:00:00,7.71,7.71,526.1,524.52,8180050,pre_market,0.0,0.0,-1.580000000000041,-0.30032313248432635,0.30032313248432635,UP,1752173936
15289,TLSA,2024-05-30 07:00:00,0.9374,0.93,526.1,524.52,97128,pre_market,-0.007399999999999962,-0.7894175378707022,-1.580000000000041,-0.30032313248432635,-0.4890944053863759,DOWN,1752173936
16116,OCS,2024-05-30 04:00:00,11.93,11.81,526.1,524.52,24757,pre_market,-0.11999999999999922,-1.0058675607711585,-1.580000000000041,-0.30032313248432635,-0.7055444282868322,DOWN,1752173936
16118,OCS,2024-05-30 04:00:00,11.93,11.81,526.1,524.52,24757,pre_market,-0.11999999999999922,-1.0058675607711585,-1.580000000000041,-0.30032313248432635,-0.7055444282868322,DOWN,1752173936
16117,OCS,2024-05-30 04:00:00,11.93,11.81,526.1,524.52,24757,pre_market,-0.11999999999999922,-1.0058675607711585,-1.580000000000041,-0.30032313248432635,-0.7055444282868322,DOWN,1752173936
14557,JSPR,2024-05-29 16:30:00,23.56,24.22,525.68,526.1,70456,regular_market,0.6600000000000001,2.801358234295417,0.42000000000007276,0.07989651499012189,2.721461719305295,UP,1752173936
14767,ORIC,2024-05-29 16:30:00,8.63,8.45,525.68,526.1,345742,regular_market,-0.1800000000000015,-2.085747392815776,0.42000000000007276,0.07989651499012189,-2.1656439078058978,DOWN,1752173936
16712,XFOR,2024-05-29 16:30:00,28.014,28.035,525.68,526.1,23119,regular_market,0.021000000000000796,0.07496251874063252,0.42000000000007276,0.07989651499012189,-0.00493399624948937,UP,1752173936
15649,CERT,2024-05-29 16:15:00,16.5,16.49,525.68,526.1,407788,regular_market,-0.010000000000001563,-0.06060606060607008,0.42000000000007276,0.07989651499012189,-0.14050257559619198,DOWN,1752173936
15344,IMRX,2024-05-29 16:05:00,1.44,1.45,525.68,526.1,196003,regular_market,0.010000000000000009,0.6944444444444451,0.42000000000007276,0.07989651499012189,0.6145479294543232,UP,1752173936
15109,SCPH,2024-05-29 16:01:00,3.85,3.92,525.68,526.1,164598,regular_market,0.06999999999999984,1.818181818181814,0.42000000000007276,0.07989651499012189,1.738285303191692,UP,1752173936
16452,RNAZ,2024-05-29 09:15:00,1792.56,1589.28,529.81,525.68,2646,pre_market,-203.27999999999997,-11.340206185567009,-4.1299999999999955,-0.779524735282459,-10.56068145028455,DOWN,1752173936
16325,CRSP,2024-05-29 08:00:00,54.84,53.66,529.81,525.68,1121012,pre_market,-1.1800000000000068,-2.15171407731584,-4.1299999999999955,-0.779524735282459,-1.372189342033381,DOWN,1752173936
15510,BCAB,2024-05-29 08:00:00,1.68,1.65,529.81,525.68,817752,pre_market,-0.030000000000000027,-1.7857142857142874,-4.1299999999999955,-0.779524735282459,-1.0061895504318283,DOWN,1752173936
16077,OCGN,2024-05-29 07:15:00,1.71,1.65,529.81,525.68,4495999,pre_market,-0.06000000000000005,-3.5087719298245648,-4.1299999999999955,-0.779524735282459,-2.729247194542106,DOWN,1752173936
16046,AKRO,2024-05-29 07:00:00,19.5,19.03,529.81,525.68,568994,pre_market,-0.46999999999999886,-2.4102564102564044,-4.1299999999999955,-0.779524735282459,-1.6307316749739453,DOWN,1752173936
14638,MDWD,2024-05-29 07:00:00,17.79,17.17,529.81,525.68,121261,pre_market,-0.6199999999999974,-3.485103991006169,-4.1299999999999955,-0.779524735282459,-2.70557925572371,DOWN,1752173936
14909,IMCR,2024-05-29 07:00:00,46.3,46.36,529.81,525.68,715637,pre_market,0.060000000000002274,0.12958963282937858,-4.1299999999999955,-0.779524735282459,0.9091143681118377,UP,1752173936
15585,NSPR,2024-05-28 08:53:00,2.54,2.56,529.44,530.27,100011,pre_market,0.020000000000000018,0.7874015748031503,0.8299999999999272,0.15676941674220443,0.6306321580609459,UP,1752173936
15054,EVAX,2024-05-28 08:21:00,20.2,20.2,529.44,530.27,4880,pre_market,0.0,0.0,0.8299999999999272,0.15676941674220443,-0.15676941674220443,UP,1752173936
15199,LGVN,2024-05-28 08:05:00,1.1,1.1,529.44,530.27,188216,pre_market,0.0,0.0,0.8299999999999272,0.15676941674220443,-0.15676941674220443,UP,1752173936
15088,MYNZ,2024-05-28 08:01:00,22.868,24.728,529.44,530.27,10318,pre_market,1.860000000000003,8.133636522651754,0.8299999999999272,0.15676941674220443,7.97686710590955,UP,1752173936
15388,TGTX,2024-05-28 07:30:00,16.71,16.81,529.44,530.27,3210981,pre_market,0.09999999999999787,0.5984440454817347,0.8299999999999272,0.15676941674220443,0.44167462873953023,UP,1752173936
16078,OCGN,2024-05-28 07:02:00,1.75,1.75,529.44,530.27,5474849,pre_market,0.0,0.0,0.8299999999999272,0.15676941674220443,-0.15676941674220443,UP,1752173936
16027,BTAI,2024-05-28 07:00:00,29.76,29.76,529.44,530.27,35212,pre_market,0.0,0.0,0.8299999999999272,0.15676941674220443,-0.15676941674220443,UP,1752173936
16249,GTHX,2024-05-28 06:30:00,4.09,4.06,529.44,530.27,2794137,pre_market,-0.03000000000000025,-0.7334963325183435,0.8299999999999272,0.15676941674220443,-0.8902657492605479,DOWN,1752173936
15927,MNOV,2024-05-28 06:00:00,1.34,1.32,529.44,530.27,56975,pre_market,-0.020000000000000018,-1.492537313432837,0.8299999999999272,0.15676941674220443,-1.6493067301750415,DOWN,1752173936
15360,OPGN,2024-05-24 16:05:00,3.25,3.3,527.85,529.44,53839,regular_market,0.04999999999999982,1.538461538461533,1.5900000000000318,0.30122193805058856,1.2372396004109445,UP,1752173936
16311,IOVA,2024-05-24 16:01:00,10.87,10.01,527.85,529.44,6517044,regular_market,-0.8599999999999994,-7.91168353265869,1.5900000000000318,0.30122193805058856,-8.212905470709279,DOWN,1752173936
15745,RENB,2024-05-24 09:20:00,1.32,1.34,525.96,527.85,1138589,pre_market,0.020000000000000018,1.5151515151515165,1.8899999999999864,0.3593429158110857,1.1558085993404308,UP,1752173936
15468,INAB,2024-05-24 08:00:00,31.197,31.2,525.96,527.85,3715,pre_market,0.0030000000000001137,0.009616309260506183,1.8899999999999864,0.3593429158110857,-0.3497266065505795,UP,1752173936
16357,TOVX,2024-05-23 21:38:00,8.275,8.4725,525.96,527.85,122374,after_market,0.1974999999999998,2.3867069486404806,1.8899999999999864,0.3593429158110857,2.0273640328293947,UP,1752173936
15065,CHRS,2024-05-23 17:51:00,2.11,2.01,532.96,525.96,1287418,regular_market,-0.10000000000000009,-4.739336492891,-7.0,-1.3134193935755027,-3.4259170993154973,DOWN,1752173936
